jerome7890,2020-04-17 18:49:20,牛,0
基民I7JDx7,2020-04-17 18:54:11,邮政发布的三月快递量同比增速是百分之17.3，顺丰增速是90多，这个确实没想到，毕竟三月快递都复工了，单票价格今年前三个月都在下降，现在就等一季报看盈利了，看看成本控制的如何，如果成本较去年下降的多的话，还是可以持股看多的,5
帝师Z,2020-04-17 18:54:56,涨停板,0
帝师Z,2020-04-17 18:55:17,下周一涨停,0
我是隔壁老王a,2020-04-17 18:58:23,顺丰里不玩德邦的吗,2
顺丰控股资讯,2020-04-17 18:58:44,来源：中国证券网顺丰控股公告，公司2020年3月速运物流业务营业收入121.63亿元，同比增长48.56%；业务量6.79亿票，同比增长93.45%；单票收入17.91元，同比下降23.20%。2020年3月供应链业务营业收入4.65亿元，同比增长18.32%。（文章来源：中国证券网） [点击查看原文],2
我是隔壁老王a,2020-04-17 19:02:24,快递物流板块下周涨涨涨,0
海南滑雪,2020-04-17 19:08:06,淡定，周一低开看看行情再说。,1
有趣的灵魂ZHZ,2020-04-17 19:09:37,一季增多少自己加,0
小小的舢板,2020-04-17 19:11:38,谁傻下个星期见吧！希望大涨大家都赚钱,0
JACK1976888,2020-04-17 19:11:56,下周涨停？,0
JACK1976888,2020-04-17 19:18:08,来个涨停板？,0
基民I7JDx7,2020-04-17 19:19:08,投诉吧，不用到股吧来撒气，再说谁对谁错还不一定呢，或许你有理，但是得理不饶人、心胸狭隘的人到处都是，股市不会因为你一个人的不满而下跌，你如果够份量，可以写一份研报做空,0
炒了个股222,2020-04-17 19:19:14,就是不相信我，现在后悔了吧,0
战斗机A,2020-04-17 19:29:42,涨停是不可能的，五六个点还是有机会,2
wizardry,2020-04-17 19:35:08,买预期，卖事实就知道你业绩好,0
股友顺风顺水2020,2020-04-17 19:35:42,使劲托,0
皓月花木兰,2020-04-17 19:48:59,积点德吧，过年的时候其它快递都不动了，只有顺丰还能保证,0
Zzz719,2020-04-17 19:53:12,疯了还是病了,0
Zzz719,2020-04-17 19:53:40,nan,2
smasix3786,2020-04-17 19:53:47,顺丰也猛了吧,0
帝师Z,2020-04-17 19:56:38,其他行业都业绩严重下降，顺丰好优秀,0
股友JQ1THu,2020-04-17 20:03:48,利好出尽是利空。周一跌停,0
股友EGiCd6,2020-04-17 20:06:56,不及预期,0
跟着感觉_不回头,2020-04-17 20:14:48,是的 等公告一出 也就是坑来了,0
L8财团,2020-04-17 20:19:10,可怜人,0
大吉生财的令狐冲,2020-04-17 20:19:47,这个业绩早就包含在股价里了，预料中吧,2
虎牙小菜,2020-04-17 20:32:56,一季报可以算出来了，333亿，+42.1%，远超预期,0
股友QB1bef,2020-04-17 20:38:28,早说过了，我是顺丰上班的，我是业务员，按计提工资，都比去年接近翻一倍了,0
股友QB1bef,2020-04-17 20:39:20,今年比去年，忙很多了，,0
风o东偏东,2020-04-17 20:54:00,圆通也发了，顺丰龙头无愧,0
zoujinqian,2020-04-17 20:55:57,你还是买别的股吧,0
股友ab加,2020-04-17 21:01:30,一年业绩无忧，市场占有率持续上升，整体向上，结合国际业务发力，明年走向世界，不断增加货机，还是那个判断，2021年半年报前，150元每股！,1
古鳌科技资讯,2020-04-17 21:09:13,来源：e公司【热点】古鳌科技澄清：公司未直接参与央行数字货币的研发工作古鳌科技(300551)4月17日晚发布澄清公告称，截至目前，公司业务收入中并未有关于数字货币的研发成果而直接产生的业务收入。公司未直接参与央行数字货币的研发工作。同时，公司会积极关注数字货币技术给银行科技带来的市场商机。四连板国电南自：充电桩、特高压业务收入金额及占比均较小连续四日涨停的国电南自(600268)4月17日晚间公告，2019年，公司充电桩业务订货金额约5.50万元；特高压交流输变电工程订货金额约636.81万元(占2019年度订货总额的0.11%)。公司充电桩业务、特高压业务在公司整体业务中收入金额及占比均较小。上述充电桩、特高压业务不会对目前经营业绩产生重大影响。【经营数据】普洛药业：一季度净利同比增长39.95%普洛药业(000739)4月17日晚披露一季报，2020年一季度，公司实现营收17亿元，同比增长1.53%；净利为1.55亿元，同比增长39.95%，主要是原料药和CDMO销售同比增加以及费用同比下降。太阳能业绩快报：一季度净利同比增长23%太阳能(000591)4月17日晚发布年报，2019年度，公司实现营收50.11亿元，同比下降0.51%。实现净利9.1亿元，同比增长5.65%。公司拟每10股派现1.1元。公司同时披露一季度业绩快报，2020年一季度营收为10.14亿元，同比增长16.66%，净利为1.55亿元，同比增长23.12%，业绩增加的主要原因是电站业务板块本期投产装机容量增加。展开阅读全文,4
心语之宁静致远,2020-04-17 21:16:58,奥马电器,0
股友JQ1THu,2020-04-17 21:52:23,不知道周一有逃命机会吗,1
股友hwJpJD,2020-04-17 21:56:21,神经病,0
股友v0ibrD1767,2020-04-17 21:57:40,没有，直接跌停，傻屌,1
iwillwi,2020-04-17 21:58:29,哥哥们，今年三月油价崩了，高速免费，收入还暴增，利润会大大超预期的，肯定不是你看到的这个营收增速,0
MarainLT,2020-04-17 21:58:39,只会打字？？,0
Easy2,2020-04-17 22:00:56,散户跟进太多了，看来要洗洗了。,0
Lucky2008,2020-04-17 22:01:45,[图片],0
顺丰控股资讯,2020-04-17 22:09:09,来源：全景网顺丰控股(002352)4月17日晚公告，3月份速运物流业务营收为121.63亿元，同比增长48.56%；业务量为6.79亿票，同比增长93.45%。（文章来源：全景网） [点击查看原文],2
诙肽誏BBQ,2020-04-17 22:13:01,长期看好100元,0
我是圣手老太,2020-04-17 22:13:08,员工工资下降了，代表什么，自己想，别听他们瞎吹,1
吾股道,2020-04-17 22:16:13,很不错的业绩,0
小场面不用慌,2020-04-17 22:24:15,贫富差距越来越大,1
吃面要不要关灯,2020-04-17 22:27:26,确实这个月我发的顺丰抵得上去年一年的量，光一个客户本来能用100元不到的快递费搞定的，偏偏那么急花了2000多顺丰运费,0
江阴农民操盘手,2020-04-17 22:39:36,看了其他快递的数据，顺丰太牛了！,1
银河9987,2020-04-17 22:56:22,看来还得继续涨,2
天马行空hncs,2020-04-17 23:00:11,毫无疑问的龙头！,0
不孝子闻泰,2020-04-17 23:32:38,脑子出问题了？,0
股友XMhT3l,2020-04-17 23:37:24,【商务部、国家邮政局：深化先进信息技术在电商和快递物流领域应用】.......支持发展智能服务，不断满足无人车、无人机配送等新需求。,0
谈股论锌,2020-04-17 23:40:05,【顺丰控股：3月速运物流业务收入同比增48.56%】顺丰控股3月份速运物流业务营收为121.63亿元，同比增长48.56%；业务量为6.79亿票，同比增长93.45%。,1
虚拟价值投资,2020-04-17 23:54:03,48.66，你所有的我都接了,0
从此退出股市,2020-04-18 02:15:02,面试德邦华北中转站(天津纽区)26岁的我明天周六晚上夜班开始试行1天的试用期(装卸工)试用期没有工资不管吃白干，试用期完了感觉能干就签合同。装卸工3人一组 一天装卸90吨才一人330元工资关键还得扫码。试用期跟着两个老员工一组装卸。晚上7点到白天7点。说吃饭没有时间轮着吃饭不能让后边工序停了，没有工作服，只有转运长途司机有工服其他正式工都没有工服。第一次干装卸工也不知道能不能坚持住一天跟着2人装卸90吨货。关键还都是大件特别重的货。一个集装箱16米多长，一晚装卸3个集装箱想想有点不想干了，怕第二天晚上上班起不来了累瘫痪了。怕胳膊大腿脚丫疼。为啥官网公布招工8-10小时而现实公司直招要干12小时两班倒。登(丰)造极，灭(邦)时代。明晚白干一晚马德还不给饭吃，90吨3人干想想有点胳膊肌肉疼,7
永远赢钱,2020-04-18 02:30:18,有国企不去，你去私人的，你真弱智,1
greenwon,2020-04-18 02:56:33,问问能否预支一年工资用来补仓德邦。,1
自拍的能猫,2020-04-18 03:06:09,扫码太麻烦了了，相当于分拣员也是你做，眼睛看的疼，如果只做苦力强都没事,3
我是隔壁老王a,2020-04-18 04:50:16,工作量多证明人家业绩好，是你个人问题,1
河里的石头123,2020-04-18 05:27:44,干苦力还炒股，这血汗钱都送给股市了，心疼你,1
聚焦沪深港,2020-04-18 08:07:19,"1.42%1.45%1.48%1.50%1.53%1.56%1.59%42.8243.7844.7545.7246.6847.6448.6149.5850.54持股比例(左)收盘价(右)2020-02-272020-03-122020-03-272020-04-172020-04-17持股比例：1.5%持股量：65,996,678持股差：428,106收盘价：48.66涨跌幅：2.0104月17日顺丰控股深股通持仓数据收盘价： 48.66 涨跌幅： 2.01%持股量： 6599.67万股 持股变化： 42.81万股数据显示，截至04月17日顺丰控股于深股通持股量为6599.67万股，占其A股股本比例为1.50%，比上一交易日增加42.81万股。据数据统计，该股近一个月内累计涨幅为13.64%，深股通累计加仓45.96万，深股通持仓累计变化比例为0.70%，近三个月内累计涨幅为30.88%，深股通累计减仓372.10万，深股通持仓累计变化比例为-5.34%。数据来源:东方财富声明：数据基于历史，不代表未来趋势，不对您构成任何投资建议。投资者据此操作，风险请自担。",0
旭日微风徐徐,2020-04-18 08:36:56,一天一人330元，我猜名头会分解成：工资270，加班一小时20元……,0
富有钱钱82768,2020-04-18 09:02:46,下周最多横盘，不到大涨时候，低点时候可以接回来！,0
股友JQ1THu,2020-04-18 09:30:36,无量上涨,0
有趣的灵魂ZHZ,2020-04-18 10:02:16,别太兴奋，妙股炒预期，目前股价为何坚挺，就是因为一季业绩好，所以股价已经提前反应了，考虑到公司接下来的发展，只能是小阴小阳进三步退一步的慢牛，借一季报看能不能突破平台整理过前高很重要，关键看量,3
Sowhat啦,2020-04-18 10:12:19,恭喜,0
绿油油香韭菜,2020-04-18 11:03:53,周一大跌5个点，我已经清仓,0
曌骊龙,2020-04-18 11:28:43,顺丰一直是业绩不错股价不涨，比大盘跌的快跌的多，比大盘涨得慢涨的少，半死不活的已经三四年了……,0
满颗心只恋她,2020-04-18 12:10:36,说还要涨的肯定是托，50元就是顶了，顺丰内部二季度抓营运管控不抓业务了，没有业务哪来涨？,1
股友JQ1THu,2020-04-18 12:35:09,散户赶紧逃命吧 历史大顶了,0
高礼远山,2020-04-18 14:41:40,人类一直努力构建的三条高速公路：高速公路（人流物流，旧基建）顺丰快递 （配送）；信息高速公路（信息流，新基建）（交易）$苏宁易购(SZ002024)$ ；资金高速公路（资金流，枢纽建设）（支付）$众应互联(SZ002464)$ 。,4
顺丰控股资讯,2020-04-18 14:47:19,来源：新京报网 作者：程子姣4月17日晚间，国内上市快递企业相继发布3月份经营简报，数据显示，申通、圆通、韵达三家快递业务收入与单票收入同比全部下滑，业务量均实现增长，顺丰业务量大涨93.7%。发布经营简报的通达系快递中，韵达业务量同比增长最多。韵达3月快递服务业务收入24.83亿元，同比下降3.76%；完成业务量9.80亿票，同比增长25.32%；快递服务单票收入2.53元，同比下降23.33%。圆通3月实现快递产品收入21.43亿元，同比减少6.44%；完成业务量8.47亿票，同比增长20.36%；快递产品单票收入2.53元，同比下降22.27%。申通方面，3月快递服务业务收入17.44亿元，同比下降4.22%；完成业务量5.61亿票，同比增长8.54%；快递服务单票收入3.11元，同比下降11.65%。顺丰除单票收入下降外，营收和业务量均同比增长。2020年3月顺丰速运物流业务和供应链业务营业收入合计为126.28亿元，同比增长47.18%。顺丰速递物流业务量达6.79亿票，同比增长93.45%；单票收入为17.91元，同比下降23.20%。快递专家赵小敏分析称，后疫情时代，快递业正在加速复工，上下游产业经济也在恢复。但不可忽视的是，外贸物流订单量受影响，退货率升高，存在多个不确定因素，产业格局也会面临新的情况。国家邮政局近期公布2020年一季度邮政行业运行情况显示，一季度，邮政行业业务收入(不包括邮政储蓄银行直接营业收入)累计完成2192.2亿元，同比增长0.8%；业务总量累计完成3475.9亿元，同比增长7.5%。赵小敏表示，未来，价格战可能成为较大的变数。对于一些产业资本和现金流充足的企业来说，现在是一个比较好的买入机会。（文章来源：新京报网） [点击查看原文],7
高瓴小跟班,2020-04-18 15:07:04,人类三道路，通往本心之路，通往他心之路，通往生死之路。,1
护城河泛舟,2020-04-18 15:09:38,3月份牛逼,0
guoster,2020-04-18 15:13:53,资金高速公路企业支付宝+国家区块链,1
七亏成员,2020-04-18 15:23:25,宇宙顶，你去别的宇宙看看吧,0
T十1,2020-04-18 15:44:44,快去买中石油，万年大低,0
顺丰控股资讯,2020-04-18 16:36:20,来源：新京报4月17日，顺丰控股发布公告显示，2020年3月速运物流业务和供应链业务营业收入合计为126.28亿元，同比增长47.18%。顺丰方面解释称，主要受益于时效产品、 特惠专配产品及其他新业务均保持了较高增长。3月经营简报显示，顺丰速递物流业务量达6.79亿票，同比增长93.45%；单票收入为17.91元，同比下降23.20%。国家邮政局公布2020年一季度邮政行业运行情况显示，一季度，邮政行业业务收入(不包括邮政储蓄银行直接营业收入)累计完成2192.2亿元，同比增长0.8%；业务总量累计完成3475.9亿元，同比增长7.5%。对此，国家邮政局局长马军胜指出，行业复工复产高效回归；市场主体特别是龙头企业表现突出，优化了市场格局；新业态新服务新模式发展迅猛，不断增添了发展动力；市场主体经营压力集中聚集，政府政策红利正集中释放。（文章来源：新京报） [点击查看原文],8
股友za7ecw,2020-04-18 16:46:01,我们公司单据快递用其他公司的都怕，一直都是用顺丰,1
一名新散户,2020-04-18 16:46:19,可以出货了，它的股价早在一个月钱就体现了，我们小散户都是后知后觉,0
股友oJh8n9,2020-04-18 17:21:12,利好！高开低走！,0
股足永弃RLG,2020-04-18 17:24:07,很好,2
游人与客人,2020-04-18 18:07:02,高速也给你免了半年，这样都涨不动，未来堪忧,0
我是隔壁老王a,2020-04-18 21:32:15,工作量多量大就是人家德邦业绩好,0
L8财团,2020-04-18 21:40:41,老鸭头还是见光死？ 吧里唱多的占多数,1
T十1,2020-04-18 22:02:52,25年股龄13年职业股民告诉你，这股行情才刚刚开始，周五重仓买进，无奈这股盘口单子太小，从48.12一直买到48.5。,1
魔术弹,2020-04-18 22:36:04,周一跌停！一个也跑不掉！,4
股友XMhT3l,2020-04-18 23:00:34,有种你都抛光，5年后会涨的让你看掉下巴，还历史大顶，呵呵。我告诉你，自动驾驶这个风口已经开始有风了，高速自动驾驶可能还得几年，但是低速自动驾驶技术已经成熟了，一个快递柜加上自动驾驶就是无人配送，你应该知道意味着什么吧！未来几年顺丰就是最大风口上的那头猪。,0
二打6,2020-04-18 23:27:12,低油价，高速免费。利好公司盈利,4
重剑wu锋,2020-04-19 00:14:42,过河拆桥，这种无良公司走不远，944位核心骨干辛辛苦苦打拼出这么好的业绩，说注销就注销，看看留得住人才么，等着吧，疫情过去，全被京东，阿里挖走，重回垃圾价。,0
山青水秀好风光,2020-04-19 07:09:21,太好了!继续喊!,0
