再也不买垃圾股,2020-08-15 01:33:21,恒大许老板收购这个谣言是本吧传出来的，还是确有报道??，业绩好，没错，题材有没错，但是谣言这个这个这个不合适吧，兄弟们，大家都是韭菜何必韭菜害韭菜呢?,3
股友UxRLBo,2020-08-15 01:40:14,散户太多,0
股友UxRLBo,2020-08-15 01:41:01,要防老徐用损招,0
尽是套,2020-08-15 02:01:29,董秘8.14一股脑的回答那么多问题，有什么猫腻？真的要变天吗,2
一心一意心如止8411,2020-08-15 02:03:27,9999万足金吗？,0
油服第一总舵主,2020-08-15 02:11:44,不说别的，这个生意真的是黄金生意。 利润绝对不只这么点，基本都被私底下分了。,6
油服第一总舵主,2020-08-15 02:20:03,回收那么多，简直无本万利的生意！！！利润这么点？？？骗谁？？ 有200亿绝对买了你的公司！！大宗交易都是溢价的，狼快来了，还不赶紧提高股价和市值？？？ 毒丸计划搞起来呀！！ 翻个10倍看谁还来收你！！,4
一心一意心如止8411,2020-08-15 02:38:38,前提是宁德供应商！实控人更改公司章程 拒绝恶意收购，被发关注函！给大家以联想！,0
关灯吃面卖韭菜,2020-08-15 02:40:58,冷静点比较好，不排除吸筹砸盘，横扫二级市场的可能,9
聚焦沪深港,2020-08-15 03:15:24,08月14日，格林美获深股通增持6212.5万股，最新持股量为1.41亿股，占公司A股总股本的2.95%。近五日持股量数据持股量及股价变动图注：文中持股数量经过前复权处理，可能存在与港交所披露不一致的情形。免责声明：本文基于大数据生产，仅供参考，不构成任何投资建议，据此操作风险自担。,10
绕不开的3系,2020-08-15 03:31:04,深股通，我们称之为：北向资金！,0
Upper10,2020-08-15 04:24:38,深股通，有外资，也有假洋鬼子，借了个马甲通道，,1
星辰无限好,2020-08-15 04:57:54,小心外资举牌,4
基民zbr3lQ,2020-08-15 05:59:27,垃圾股,3
熊出没注意c45e3r,2020-08-15 06:02:17,增持这么多，也没见涨停啊,0
淮韭生,2020-08-15 06:57:59,迷人的小妖精，哪里跑,0
愛伱沃鴛噫,2020-08-15 06:59:09,大股东持股量太少了 外资这样吸几天 估计大股东都坐不住了,2
股友YOrukE,2020-08-15 07:03:05,9,0
糖果sweet,2020-08-15 07:05:17,外资敏锐，内资就会跑,0
火眼识票,2020-08-15 07:19:08,人气飙升,0
autocharle,2020-08-15 07:19:13,议题全投反对票，支持收购，只要股价涨谁当老板和我有一毛钱关系吗？,3
autocharle,2020-08-15 07:20:57,不投反对票股价不涨的，号召所有中小投资者全部投反对票，网上投票也很方便的,1
升功爆,2020-08-15 07:51:59,外资不是很东西,0
沪GTW295,2020-08-15 08:04:35,很难想象一家民营企业的实控人持股比例居然这么少，不知道当初上市时比例是多少，还想通过修改公司章程来进行控制。目前到了开花结果期，这么大块肥肉，资本大鳄要笑不动了。,6
西部胡子3633,2020-08-15 08:24:53,看来外资周五以前也没有得到消息，公平的,0
shtd3527,2020-08-15 08:32:34,Z周一必跌。超买。,2
西部胡子3633,2020-08-15 08:33:53,再不老实点 估计要被立案调查了,0
西部胡子3633,2020-08-15 08:34:30,估计要被立案调查了,0
买好股慢慢涨,2020-08-15 08:35:53,想让股价涨上去一点，其它人要举牌收购公司就要更多钱。,0
